underwentBerelUnflagging,categoryEnglish,printYear,ocrFeDir,printLocationEnglish,textFileURL,notHumanReviewed,category,source,author,printLocation,displayName,nikudMetegFileURL,OCRDataURL,authorEnglish,fileName,displayNameEnglish
,Acharonim on Talmud Bavli,1852,beermoshecharif,livorno,https://files.dicta.org.il/beermoshecharif/beermoshecharif__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' משה כריף,ליוורנו,באר משה (כריף),https://files.dicta.org.il/beermoshecharif/beermoshecharif__nikud_meteg_files.zip,https://files.dicta.org.il/beermoshecharif/beermoshecharif__ocr_data_html_files.zip,Mosheh Charif,beermoshecharif,Beer Moshe (charif)
,Responsa,1905,beermoshedanushevski1,Vilna,https://files.dicta.org.il/beermoshedanushevski1/beermoshedanushevski1__text_files.zip,,"שו""ת",ספריית דיקטה,ר' משה דנושבסקי,וילנא,באר משה (דנשבסקי) א,https://files.dicta.org.il/beermoshedanushevski1/beermoshedanushevski1__nikud_meteg_files.zip,https://files.dicta.org.il/beermoshedanushevski1/beermoshedanushevski1__ocr_data_html_files.zip,Moshe Danushevski,beermoshedanushevski1,Beer Moshe (Danushevski) part 1
,Responsa,1905,beermoshedanushevski2,Vilna,https://files.dicta.org.il/beermoshedanushevski2/beermoshedanushevski2__text_files.zip,,"שו""ת",ספריית דיקטה,ר' משה דנושבסקי,וילנא,באר משה (דנשבסקי) ב,https://files.dicta.org.il/beermoshedanushevski2/beermoshedanushevski2__nikud_meteg_files.zip,https://files.dicta.org.il/beermoshedanushevski2/beermoshedanushevski2__ocr_data_html_files.zip,Moshe Danushevski,beermoshedanushevski2,Beer Moshe (Danushevski) part 2
,Responsa,1901,beermosheresponsa,Warsaw,https://files.dicta.org.il/beermosheresponsa/beermosheresponsa__text_files.zip,,"שו""ת",ספריית דיקטה,רבי משה נחום ירושלמסקי, ווארשא,באר משה,https://files.dicta.org.il/beermosheresponsa/beermosheresponsa__nikud_meteg_files.zip,https://files.dicta.org.il/beermosheresponsa/beermosheresponsa__ocr_data_html_files.zip,Moshe Nachum Yerushalamski,beermosheresponsa,Be’er Moshe responsa
,Responsa,1890,beersheva_EGT,,https://files.dicta.org.il/beersheva/beersheva__text_files.zip,,"שו""ת",,רבי יששכר בער איילינברג,ורשא,באר שבע,https://files.dicta.org.il/beersheva/beersheva__nikud_meteg_files.zip,https://files.dicta.org.il/beersheva/beersheva__ocr_data_html_files.zip,Issachar Be'ar Eilenburg,beersheva,Ba’er Sheva
,Acharonim on Talmud Bavli,1890,beershevachullin_EGT,Warsaw,https://files.dicta.org.il/beershevachullin/beershevachullin__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי יששכר בער איילינברג,ורשא,באר שבע חולין,https://files.dicta.org.il/beershevachullin/beershevachullin__nikud_meteg_files.zip,https://files.dicta.org.il/beershevachullin/beershevachullin__ocr_data_html_files.zip,Issachar Be'ar Eilenburg,beershevachullin,Ba’er Sheva Chullin
,Acharonim on Talmud Bavli,1890,beershevahakdama,Warsaw,https://files.dicta.org.il/beershevahakdama/beershevahakdama__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי יששכר בער איילינברג,ורשא,באר שבע הקדמה,https://files.dicta.org.il/beershevahakdama/beershevahakdama__nikud_meteg_files.zip,https://files.dicta.org.il/beershevahakdama/beershevahakdama__ocr_data_html_files.zip,Issachar Be'ar Eilenburg,beershevahakdama,Ba’er Sheva Hakdama
,Acharonim on Talmud Bavli,1890,beershevahorayot_EGT,Warsaw,https://files.dicta.org.il/beershevahorayot/beershevahorayot__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי יששכר בער איילינברג,ורשא,באר שבע הוריות,https://files.dicta.org.il/beershevahorayot/beershevahorayot__nikud_meteg_files.zip,https://files.dicta.org.il/beershevahorayot/beershevahorayot__ocr_data_html_files.zip,Issachar Be'ar Eilenburg,beershevahorayot,Ba’er Sheva Horayot
,Acharonim on Talmud Bavli,1890,beershevakritot_EGT,Warsaw,https://files.dicta.org.il/beershevakritot/beershevakritot__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי יששכר בער איילינברג,ורשא,באר שבע כריתות,https://files.dicta.org.il/beershevakritot/beershevakritot__nikud_meteg_files.zip,https://files.dicta.org.il/beershevakritot/beershevakritot__ocr_data_html_files.zip,Issachar Be'ar Eilenburg,beershevakritot,Ba’er Sheva Kritot
,Acharonim on Talmud Bavli,1890,beershevasanhedrin_EGT,Warsaw,https://files.dicta.org.il/beershevasanhedrin/beershevasanhedrin__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי יששכר בער איילינברג,ורשא,באר שבע סנהדרין,https://files.dicta.org.il/beershevasanhedrin/beershevasanhedrin__nikud_meteg_files.zip,https://files.dicta.org.il/beershevasanhedrin/beershevasanhedrin__ocr_data_html_files.zip,Issachar Be'ar Eilenburg,beershevasanhedrin,Ba’er Sheva Sanhedrin
,Acharonim on Talmud Bavli,1890,beershevasotah_EGT,Warsaw,https://files.dicta.org.il/beershevasotah/beershevasotah__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי יששכר בער איילינברג,ורשא,באר שבע סוטה,https://files.dicta.org.il/beershevasotah/beershevasotah__nikud_meteg_files.zip,https://files.dicta.org.il/beershevasotah/beershevasotah__ocr_data_html_files.zip,Issachar Be'ar Eilenburg,beershevasotah,Ba’er Sheva Sotah
,Acharonim on Talmud Bavli,1890,beershevatamid_EGT,Warsaw,https://files.dicta.org.il/beershevatamid/beershevatamid__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי יששכר בער איילינברג,ורשא,באר שבע תמיד,https://files.dicta.org.il/beershevatamid/beershevatamid__nikud_meteg_files.zip,https://files.dicta.org.il/beershevatamid/beershevatamid__ocr_data_html_files.zip,Issachar Be'ar Eilenburg,beershevatamid,Ba’er Sheva Tamid
,Commentaries on the Rambam,1885,beeryehudah2_EGT,Warsaw,https://files.dicta.org.il/beeryehudah2/beeryehudah2__text_files.zip,,"פרשים וחיבורים על הרמב""ם",ספריית דיקטה,ר' אברהם שלוזאוער,וורשה,באר י-הודה חלק ב,https://files.dicta.org.il/beeryehudah2/beeryehudah2__nikud_meteg_files.zip,https://files.dicta.org.il/beeryehudah2/beeryehudah2__ocr_data_html_files.zip,Avraham Shluzever,beeryehudah2,Beer Yehudah part 2
,Responsa,1859,beeryitzchakchoshenmishpat_EGT,Koenigsberg,https://files.dicta.org.il/beeryitzchakchoshenmishpat/beeryitzchakchoshenmishpat__text_files.zip,,"שו""ת",ספריית דיקטה,רבי יצחק אלחנן בן ישראל ספקטור,קניגסברג,באר יצחק חושן משפט,https://files.dicta.org.il/beeryitzchakchoshenmishpat/beeryitzchakchoshenmishpat__nikud_meteg_files.zip,https://files.dicta.org.il/beeryitzchakchoshenmishpat/beeryitzchakchoshenmishpat__ocr_data_html_files.zip,Yitzchak Elchanan Spektor,beeryitzchakchoshenmishpat,Be'er Yitzchak Choshen Mishpat
,Responsa,1859,beeryitzchakevenhaezer_EGT,Koenigsberg,https://files.dicta.org.il/beeryitzchakevenhaezer/beeryitzchakevenhaezer__text_files.zip,,"שו""ת",ספריית דיקטה,רבי יצחק אלחנן בן ישראל ספקטור,קניגסברג,באר יצחק אבן העזר,https://files.dicta.org.il/beeryitzchakevenhaezer/beeryitzchakevenhaezer__nikud_meteg_files.zip,https://files.dicta.org.il/beeryitzchakevenhaezer/beeryitzchakevenhaezer__ocr_data_html_files.zip,Yitzchak Elchanan Spektor,beeryitzchakevenhaezer,Be'er Yitzchak Even Haezer
,Responsa,1859,beeryitzchakorachchaim_EGT,Koenigsberg,https://files.dicta.org.il/beeryitzchakorachchaim/beeryitzchakorachchaim__text_files.zip,,"שו""ת",ספריית דיקטה,רבי יצחק אלחנן בן ישראל ספקטור,קניגסברג,באר יצחק אורח חיים,https://files.dicta.org.il/beeryitzchakorachchaim/beeryitzchakorachchaim__nikud_meteg_files.zip,https://files.dicta.org.il/beeryitzchakorachchaim/beeryitzchakorachchaim__ocr_data_html_files.zip,Yitzchak Elchanan Spektor,beeryitzchakorachchaim,Be'er Yitzchak Orach Chaim 
,Responsa,1859,beeryitzchakyorehdeah,Koenigsberg,https://files.dicta.org.il/beeryitzchakyorehdeah/beeryitzchakyorehdeah__text_files.zip,,"שו""ת",ספריית דיקטה,רבי יצחק אלחנן בן ישראל ספקטור,קניגסברג,באר יצחק יורה דעה,https://files.dicta.org.il/beeryitzchakyorehdeah/beeryitzchakyorehdeah__nikud_meteg_files.zip,https://files.dicta.org.il/beeryitzchakyorehdeah/beeryitzchakyorehdeah__ocr_data_html_files.zip,Yitzchak Elchanan Spektor,beeryitzchakyorehdeah,Be'er Yitzchak Yoreh Deah
,Acharonim on Talmud Bavli,1923,beitaharonbavakamma,Vilna,https://files.dicta.org.il/beitaharonbavakamma/beitaharonbavakamma__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,"וואלקין, אהרן בן יעקב צבי",וילנה,"בית אהרן (ב""ק)",https://files.dicta.org.il/beitaharonbavakamma/beitaharonbavakamma__nikud_meteg_files.zip,https://files.dicta.org.il/beitaharonbavakamma/beitaharonbavakamma__ocr_data_html_files.zip,"Volkin, Aharon",beitaharonbavakamma,Beit Aharon Bava Kamma
,Acharonim on Talmud Bavli,1905,beitaharonbavametzia,Piotrkow,https://files.dicta.org.il/beitaharonbavametzia/beitaharonbavametzia__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,"וואלקין, אהרן בן יעקב צבי",פיוטרקוב,"בית אהרן (ב""מ)",https://files.dicta.org.il/beitaharonbavametzia/beitaharonbavametzia__nikud_meteg_files.zip,https://files.dicta.org.il/beitaharonbavametzia/beitaharonbavametzia__ocr_data_html_files.zip,"Volkin, Aharon",beitaharonbavametzia,Beit Aharon Bava Metzia
,Acharonim on Talmud Bavli,1939,beitaharongittin,Pinsk,https://files.dicta.org.il/beitaharongittin/beitaharongittin__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,"וואלקין, אהרן בן יעקב צבי",פינסק,בית אהרן גיטין,https://files.dicta.org.il/beitaharongittin/beitaharongittin__nikud_meteg_files.zip,https://files.dicta.org.il/beitaharongittin/beitaharongittin__ocr_data_html_files.zip,"Volkin, Aharon",beitaharongittin,Beit Aharon Gittin
,Acharonim on Talmud Bavli,1911,beitaharonketubot,Pyotrikov,https://files.dicta.org.il/beitaharonketubot/beitaharonketubot__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,"וואלקין, אהרן בן יעקב צבי",פיוטריקוב,בית אהרן (כתובות),https://files.dicta.org.il/beitaharonketubot/beitaharonketubot__nikud_meteg_files.zip,https://files.dicta.org.il/beitaharonketubot/beitaharonketubot__ocr_data_html_files.zip,"Volkin, Aharon",beitaharonketubot,Beit Aharon Ketubot
,Acharonim on Talmud Bavli,1875,beitel1,Lʹviv,https://files.dicta.org.il/beitel1/beitel1__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' אריה ליב נתנזון,לבוב,בית א-ל א ,https://files.dicta.org.il/beitel1/beitel1__nikud_meteg_files.zip,https://files.dicta.org.il/beitel1/beitel1__ocr_data_html_files.zip,Aryeh Leibush bar Yitzhak haLevi Natanson,beitel1,Beit el part 1
,Mussar and Jewish Thought,1872,beitelokimmabit_EGT,Warsaw,https://files.dicta.org.il/beitelokimmabit/beitelokimmabit__text_files.zip,,ספרי מחשבה ומוסר (אחרונים),,ר' משה טראני,וורשה,"בית א-להים (מבי""ט)",https://files.dicta.org.il/beitelokimmabit/beitelokimmabit__nikud_meteg_files.zip,https://files.dicta.org.il/beitelokimmabit/beitelokimmabit__ocr_data_html_files.zip,Moses ben Joseph di Trani,beitelokimmabit,Beit Elokim (Mabit)
,Responsa,1883,beitephraimchoshenmishpat_EGT,Warsaw,https://files.dicta.org.il/beitephraimchoshenmishpat/beitephraimchoshenmishpat__text_files.zip,,"שו""ת",,רבי אפרים זלמן מרגליות,ורשא,בית אפרים חושן משפט,https://files.dicta.org.il/beitephraimchoshenmishpat/beitephraimchoshenmishpat__nikud_meteg_files.zip,https://files.dicta.org.il/beitephraimchoshenmishpat/beitephraimchoshenmishpat__ocr_data_html_files.zip,Rabbi Ephraim Zalman Margolioth,beitephraimchoshenmishpat,Beit Ephraim Choshen Mishpat
,Responsa,1883,beitephraimevenhaezer1_EGT,Warsaw,https://files.dicta.org.il/beitephraimevenhaezer1/beitephraimevenhaezer1__text_files.zip,,"שו""ת",,רבי אפרים זלמן מרגליות,ורשא,בית אפרים אבן העזר חלק א,https://files.dicta.org.il/beitephraimevenhaezer1/beitephraimevenhaezer1__nikud_meteg_files.zip,https://files.dicta.org.il/beitephraimevenhaezer1/beitephraimevenhaezer1__ocr_data_html_files.zip,Rabbi Ephraim Zalman Margolioth,beitephraimevenhaezer1,Beit Ephraim Even Haezer part 1
,Responsa,1883,beitephraimevenhaezer2_EGT,Warsaw,https://files.dicta.org.il/beitephraimevenhaezer2/beitephraimevenhaezer2__text_files.zip,,"שו""ת",,רבי אפרים זלמן מרגליות,ורשא,בית אפרים אבן העזר חלק ב,https://files.dicta.org.il/beitephraimevenhaezer2/beitephraimevenhaezer2__nikud_meteg_files.zip,https://files.dicta.org.il/beitephraimevenhaezer2/beitephraimevenhaezer2__ocr_data_html_files.zip,Rabbi Ephraim Zalman Margolioth,beitephraimevenhaezer2,Beit Ephraim Even Haezer part 2
,Responsa,1883,beitephraimevenhaezer3_EGT,Warsaw,https://files.dicta.org.il/beitephraimevenhaezer3/beitephraimevenhaezer3__text_files.zip,,"שו""ת",,רבי אפרים זלמן מרגליות,ורשא,בית אפרים אבן העזר חלק ג,https://files.dicta.org.il/beitephraimevenhaezer3/beitephraimevenhaezer3__nikud_meteg_files.zip,https://files.dicta.org.il/beitephraimevenhaezer3/beitephraimevenhaezer3__ocr_data_html_files.zip,Rabbi Ephraim Zalman Margolioth,beitephraimevenhaezer3,Beit Ephraim Even Haezer part 3
,Responsa,1883,beitephraimevenhaezer4_EGT,Warsaw,https://files.dicta.org.il/beitephraimevenhaezer4/beitephraimevenhaezer4__text_files.zip,,"שו""ת",,רבי אפרים זלמן מרגליות,ורשא,בית אפרים אבן העזר חלק ד,https://files.dicta.org.il/beitephraimevenhaezer4/beitephraimevenhaezer4__nikud_meteg_files.zip,https://files.dicta.org.il/beitephraimevenhaezer4/beitephraimevenhaezer4__ocr_data_html_files.zip,Rabbi Ephraim Zalman Margolioth,beitephraimevenhaezer4,Beit Ephraim Even Haezer part 4
,Responsa,1904,beitephraimorachchaim_EGT,,https://files.dicta.org.il/beitephraimorachchaim/beitephraimorachchaim__text_files.zip,,"שו""ת",,רבי אפרים זלמן מרגליות,ורשה,בית אפרים,https://files.dicta.org.il/beitephraimorachchaim/beitephraimorachchaim__nikud_meteg_files.zip,https://files.dicta.org.il/beitephraimorachchaim/beitephraimorachchaim__ocr_data_html_files.zip,Ephraim Zalman Margulies,beitephraimorachchaim,Beit Ephraim Orach Chaim
,Responsa,1884,beitephraimyorehdeah_EGT,Warsaw,https://files.dicta.org.il/beitephraimyorehdeah/beitephraimyorehdeah__text_files.zip,,"שו""ת",,רבי אפרים זלמן מרגליות,ורשא,בית אפרים יורה דעה,https://files.dicta.org.il/beitephraimyorehdeah/beitephraimyorehdeah__nikud_meteg_files.zip,https://files.dicta.org.il/beitephraimyorehdeah/beitephraimyorehdeah__ocr_data_html_files.zip,Rabbi Ephraim Zalman Margolioth,beitephraimyorehdeah,Beit Ephraim Yoreh Deah
,Commentaries on the Rambam,1935,beithamelekhbaum_EGT,Lublin,https://files.dicta.org.il/beithamelekhbaum/beithamelekhbaum__text_files.zip,,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,ר' יוסף אריה בוים,לובלין,בית המלך (בוים),https://files.dicta.org.il/beithamelekhbaum/beithamelekhbaum__nikud_meteg_files.zip,https://files.dicta.org.il/beithamelekhbaum/beithamelekhbaum__ocr_data_html_files.zip,Yosef Aryeh Baum,beithamelekhbaum,Beit Hamelekh (Baum)
,chidushim,1881,beitlevi1,Vilna,https://files.dicta.org.il/beitlevi1/beitlevi1__text_files.zip,,חידושים,ספריית דיקטה,ר' יעקב הלוי קופשטיין,ווילנה,בית לוי,https://files.dicta.org.il/beitlevi1/beitlevi1__nikud_meteg_files.zip,https://files.dicta.org.il/beitlevi1/beitlevi1__ocr_data_html_files.zip,Yaakov Kopstein,beitlevi1,Beit Levi
,Commentaries on Shulchan Aruch,1876,beitmeirorachchayim_EGT,,https://files.dicta.org.il/beitmeirorachchayim/beitmeirorachchayim__text_files.zip,,מפרשים וחיבורים סביב שולחן ערוך,ספריית דיקטה,ר' מאיר פוזנר,יוזפוב,בית מאיר אורח חיים,https://files.dicta.org.il/beitmeirorachchayim/beitmeirorachchayim__nikud_meteg_files.zip,https://files.dicta.org.il/beitmeirorachchayim/beitmeirorachchayim__ocr_data_html_files.zip,rabbi meir posner,beitmeirorachchayim,Beit Meir Orach Chayim
,Commentaries on Shulchan Aruch,1870,beitmeiryorehdeah_EGT,Warsaw,https://files.dicta.org.il/beitmeiryorehdeah/beitmeiryorehdeah__text_files.zip,,מפרשים וחיבורים סביב שולחן ערוך,ספריית דיקטה,ר' מאיר פוזנר,וורשה,בית מאיר יורה דעה,https://files.dicta.org.il/beitmeiryorehdeah/beitmeiryorehdeah__nikud_meteg_files.zip,https://files.dicta.org.il/beitmeiryorehdeah/beitmeiryorehdeah__ocr_data_html_files.zip,rabbi meir posner,beitmeiryorehdeah,Beit Meir Yoreh Deah
,Responsa,1908,beitridbaz_EGT,Jerusalem,https://files.dicta.org.il/beitridbaz/beitridbaz__text_files.zip,,"שו""ת",ספריית דיקטה,רבי יעקב דוד וילובסקי,ירושלים,"בית רידב""ז",https://files.dicta.org.il/beitridbaz/beitridbaz__nikud_meteg_files.zip,https://files.dicta.org.il/beitridbaz/beitridbaz__ocr_data_html_files.zip,Rabbi Yaakov Dovid Wilovsky,beitridbaz,Beit Ridbaz
,Responsa,1909,beitshearimorachchaim_EGT,Monkatch,https://files.dicta.org.il/beitshearimorachchaim/beitshearimorachchaim__text_files.zip,,"שו""ת",ספריית דיקטה,רבי עמרם בלום,מונקאטש-גרוסוערדיין,בית שערים אורח חיים,https://files.dicta.org.il/beitshearimorachchaim/beitshearimorachchaim__nikud_meteg_files.zip,https://files.dicta.org.il/beitshearimorachchaim/beitshearimorachchaim__ocr_data_html_files.zip,Amram Blum,beitshearimorachchaim,Beit She'arim Orach chaim
,Responsa,1941,beitshearimyorehdeah1_EGT,Oradea M,https://files.dicta.org.il/beitshearimyorehdeah1/beitshearimyorehdeah1__text_files.zip,,"שו""ת",ספריית דיקטה,רבי עמרם בלום,אורדיאה מרה,בית שערים יורה דעה חלק ב,https://files.dicta.org.il/beitshearimyorehdeah1/beitshearimyorehdeah1__nikud_meteg_files.zip,https://files.dicta.org.il/beitshearimyorehdeah1/beitshearimyorehdeah1__ocr_data_html_files.zip,Amram Blum,beitshearimyorehdeah1,Beit She'arim Yoreh Deah part 2
